DEB [20160308-01:45:01.479] thr=1   paramiko.transport: starting thread (client mode): 0x31c2048L
DEB [20160308-01:45:03.398] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Zero_Coupon_Bond_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.398] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Zero_Coupon_Bond_D_20160224_10_Stress_Testing.csv.mrk', 'rb')
DEB [20160308-01:45:03.398] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Zero_Coupon_Bond_D_20160224_10_Stress_Testing.csv.mrk', 'rb') -> 00000000
DEB [20160308-01:45:03.398] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Zero_Coupon_Bond_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.428] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.428] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Foreign_Exchange_D_20160224_10_Stress_Testing.csv')
DEB [20160308-01:45:03.428] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Foreign_Exchange_D_20160224_10_Stress_Testing.csv', 'rb')
DEB [20160308-01:45:03.428] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Foreign_Exchange_D_20160224_10_Stress_Testing.csv', 'rb') -> 00000000
DEB [20160308-01:45:03.428] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Foreign_Exchange_D_20160224_10_Stress_Testing.csv')
DEB [20160308-01:45:03.444] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.444] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Foreign_Exchange_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.444] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Foreign_Exchange_D_20160224_10_Stress_Testing.csv.mrk', 'rb')
DEB [20160308-01:45:03.444] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Foreign_Exchange_D_20160224_10_Stress_Testing.csv.mrk', 'rb') -> 00000000
DEB [20160308-01:45:03.444] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Foreign_Exchange_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.460] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.460] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Position_OTC_D_20160224_10_Stress_Testing.csv')
DEB [20160308-01:45:03.476] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Position_OTC_D_20160224_10_Stress_Testing.csv', 'rb')
DEB [20160308-01:45:03.476] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Position_OTC_D_20160224_10_Stress_Testing.csv', 'rb') -> 00000000
DEB [20160308-01:45:03.476] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Position_OTC_D_20160224_10_Stress_Testing.csv')
DEB [20160308-01:45:03.523] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.523] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Position_OTC_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.523] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Position_OTC_D_20160224_10_Stress_Testing.csv.mrk', 'rb')
DEB [20160308-01:45:03.523] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Position_OTC_D_20160224_10_Stress_Testing.csv.mrk', 'rb') -> 00000000
DEB [20160308-01:45:03.523] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Position_OTC_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.539] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.539] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Inflation_Linked_Bond_D_20160224_10_Stress_Testing.csv')
DEB [20160308-01:45:03.539] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Inflation_Linked_Bond_D_20160224_10_Stress_Testing.csv', 'rb')
DEB [20160308-01:45:03.539] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Inflation_Linked_Bond_D_20160224_10_Stress_Testing.csv', 'rb') -> 00000000
DEB [20160308-01:45:03.539] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Inflation_Linked_Bond_D_20160224_10_Stress_Testing.csv')
DEB [20160308-01:45:03.553] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.553] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Inflation_Linked_Bond_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.569] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Inflation_Linked_Bond_D_20160224_10_Stress_Testing.csv.mrk', 'rb')
DEB [20160308-01:45:03.569] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Inflation_Linked_Bond_D_20160224_10_Stress_Testing.csv.mrk', 'rb') -> 00000000
DEB [20160308-01:45:03.569] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Inflation_Linked_Bond_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.569] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.569] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Floating_Rate_Note_D_20160224_10_Stress_Testing.csv')
DEB [20160308-01:45:03.569] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Floating_Rate_Note_D_20160224_10_Stress_Testing.csv', 'rb')
DEB [20160308-01:45:03.585] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Floating_Rate_Note_D_20160224_10_Stress_Testing.csv', 'rb') -> 00000000
DEB [20160308-01:45:03.585] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Floating_Rate_Note_D_20160224_10_Stress_Testing.csv')
DEB [20160308-01:45:03.585] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.601] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Floating_Rate_Note_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.601] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Floating_Rate_Note_D_20160224_10_Stress_Testing.csv.mrk', 'rb')
DEB [20160308-01:45:03.601] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Floating_Rate_Note_D_20160224_10_Stress_Testing.csv.mrk', 'rb') -> 00000000
DEB [20160308-01:45:03.601] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Floating_Rate_Note_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.617] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.617] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Fixed_Rate_Bond_D_20160224_10_Stress_Testing.csv')
DEB [20160308-01:45:03.617] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Fixed_Rate_Bond_D_20160224_10_Stress_Testing.csv', 'rb')
DEB [20160308-01:45:03.617] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Fixed_Rate_Bond_D_20160224_10_Stress_Testing.csv', 'rb') -> 00000000
DEB [20160308-01:45:03.617] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Fixed_Rate_Bond_D_20160224_10_Stress_Testing.csv')
DEB [20160308-01:45:03.663] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.663] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Fixed_Rate_Bond_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.663] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Fixed_Rate_Bond_D_20160224_10_Stress_Testing.csv.mrk', 'rb')
DEB [20160308-01:45:03.663] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Fixed_Rate_Bond_D_20160224_10_Stress_Testing.csv.mrk', 'rb') -> 00000000
DEB [20160308-01:45:03.663] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_CSM_Fixed_Rate_Bond_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.678] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.678] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Repo_Reverse_Repo_D_20160224_10_Stress_Testing.csv')
DEB [20160308-01:45:03.678] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Repo_Reverse_Repo_D_20160224_10_Stress_Testing.csv', 'rb')
DEB [20160308-01:45:03.678] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Repo_Reverse_Repo_D_20160224_10_Stress_Testing.csv', 'rb') -> 00000000
DEB [20160308-01:45:03.678] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Repo_Reverse_Repo_D_20160224_10_Stress_Testing.csv')
DEB [20160308-01:45:03.740] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.740] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Repo_Reverse_Repo_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.756] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Repo_Reverse_Repo_D_20160224_10_Stress_Testing.csv.mrk', 'rb')
DEB [20160308-01:45:03.756] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Repo_Reverse_Repo_D_20160224_10_Stress_Testing.csv.mrk', 'rb') -> 00000000
DEB [20160308-01:45:03.756] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Repo_Reverse_Repo_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.756] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.756] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Cash_Instrument_D_20160224_10_Stress_Testing.csv')
DEB [20160308-01:45:03.773] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Cash_Instrument_D_20160224_10_Stress_Testing.csv', 'rb')
DEB [20160308-01:45:03.773] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Cash_Instrument_D_20160224_10_Stress_Testing.csv', 'rb') -> 00000000
DEB [20160308-01:45:03.773] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Cash_Instrument_D_20160224_10_Stress_Testing.csv')
DEB [20160308-01:45:03.773] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.773] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Cash_Instrument_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.788] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Cash_Instrument_D_20160224_10_Stress_Testing.csv.mrk', 'rb')
DEB [20160308-01:45:03.788] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Cash_Instrument_D_20160224_10_Stress_Testing.csv.mrk', 'rb') -> 00000000
DEB [20160308-01:45:03.788] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Cash_Instrument_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.788] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.788] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Portfolio_D_20160224_10_Stress_Testing.csv')
DEB [20160308-01:45:03.803] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Portfolio_D_20160224_10_Stress_Testing.csv', 'rb')
DEB [20160308-01:45:03.803] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Portfolio_D_20160224_10_Stress_Testing.csv', 'rb') -> 00000000
DEB [20160308-01:45:03.803] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Portfolio_D_20160224_10_Stress_Testing.csv')
DEB [20160308-01:45:03.803] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.819] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Portfolio_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.819] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Portfolio_D_20160224_10_Stress_Testing.csv.mrk', 'rb')
DEB [20160308-01:45:03.819] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Portfolio_D_20160224_10_Stress_Testing.csv.mrk', 'rb') -> 00000000
DEB [20160308-01:45:03.819] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILLON_Portfolio_D_20160224_10_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.819] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.819] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILTOR_CSM_Floating_Rate_Note_D_20160224_15_Stress_Testing.csv')
DEB [20160308-01:45:03.835] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILTOR_CSM_Floating_Rate_Note_D_20160224_15_Stress_Testing.csv', 'rb')
DEB [20160308-01:45:03.835] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILTOR_CSM_Floating_Rate_Note_D_20160224_15_Stress_Testing.csv', 'rb') -> 00000000
DEB [20160308-01:45:03.835] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILTOR_CSM_Floating_Rate_Note_D_20160224_15_Stress_Testing.csv')
DEB [20160308-01:45:03.851] thr=2   paramiko.transport.sftp: [chan 1] close(00000000)
DEB [20160308-01:45:03.851] thr=2   paramiko.transport.sftp: [chan 1] stat('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILTOR_CSM_Floating_Rate_Note_D_20160224_15_Stress_Testing.csv.mrk')
DEB [20160308-01:45:03.865] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILTOR_CSM_Floating_Rate_Note_D_20160224_15_Stress_Testing.csv.mrk', 'rb')
DEB [20160308-01:45:03.865] thr=2   paramiko.transport.sftp: [chan 1] open('/opt/ctr/ctr/ctrapp/ctr/ctrarchive/outfiles/riskwatch/ANVILTOR_CSM_Floating_Rate_Note_D_20160224_15_Stress_Testing.csv.mrk', 'rb') -> 00000000
